男女,地域識別コード,都道府県,地域名,総数,外国人,韓国|朝鮮,中国,フィリピン,タイ,インドネシア,ベトナム,インド,ネパール,イギリス,アメリカ,ブラジル,ペルー,その他,日本人,不詳
1_男,3,20_長野県,20386_中川村,2189,14,0,5,1,0,0,4,0,0,0,0,0,0,4,2175,0
1_男,3,20_長野県,20388_宮田村,4162,117,1,24,39,0,7,23,0,3,0,0,15,0,5,4037,8
1_男,3,20_長野県,20402_松川町,6069,62,5,19,7,0,0,25,0,0,0,0,3,0,3,6007,0
1_男,3,20_長野県,20403_高森町,6153,63,2,15,1,0,0,30,3,2,0,1,9,0,0,6059,31
1_男,3,20_長野県,20404_阿南町,2071,9,0,2,0,0,0,0,0,0,0,2,2,0,3,2062,0
1_男,3,20_長野県,20407_阿智村,2894,51,1,42,1,0,0,3,0,1,0,1,1,0,1,2843,0
1_男,3,20_長野県,20409_平谷村,192,3,1,1,0,0,0,0,0,0,1,0,0,0,0,189,0
1_男,3,20_長野県,20410_根羽村,411,1,0,0,0,0,0,1,0,0,0,0,0,0,0,410,0
1_男,3,20_長野県,20411_下條村,1709,7,0,2,1,0,0,0,0,0,0,1,1,2,0,1702,0
1_男,3,20_長野県,20412_売木村,252,6,1,2,0,0,0,0,0,0,0,0,1,0,2,246,0
1_男,3,20_長野県,20413_天龍村,558,6,5,0,0,0,0,0,0,0,0,0,0,0,1,552,0
1_男,3,20_長野県,20414_泰阜村,726,10,0,9,0,0,0,0,0,0,0,1,0,0,0,716,0
1_男,3,20_長野県,20415_喬木村,2908,21,0,14,0,0,0,5,0,0,0,0,2,0,0,2886,1
1_男,3,20_長野県,20416_豊丘村,3185,44,1,30,2,0,0,0,0,0,1,1,9,0,0,3141,0
1_男,3,20_長野県,20417_大鹿村,539,7,0,0,0,0,2,0,0,0,2,1,0,0,2,532,0
1_男,3,20_長野県,20422_上松町,2044,10,1,5,3,1,0,0,0,0,0,0,0,0,0,2034,0
1_男,3,20_長野県,20423_南木曽町,1896,10,4,1,0,0,0,0,0,0,1,0,1,0,3,1883,3
1_男,3,20_長野県,20425_木祖村,1235,4,1,1,1,0,1,0,0,0,0,0,0,0,0,1231,0
1_男,3,20_長野県,20429_王滝村,340,3,0,0,0,0,0,0,0,0,0,1,0,0,2,337,0
1_男,3,20_長野県,20430_大桑村,1682,45,8,2,2,0,33,0,0,0,0,0,0,0,0,1637,0
1_男,3,20_長野県,20432_木曽町,5155,27,5,8,1,1,0,0,0,0,0,5,4,0,3,5107,21
1_男,3,20_長野県,20446_麻績村,1219,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1214,0
1_男,3,20_長野県,20448_生坂村,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,0
1_男,3,20_長野県,20450_山形村,4103,57,7,7,3,0,11,19,0,0,0,0,9,0,1,4046,0
1_男,3,20_長野県,20451_朝日村,2110,14,1,5,1,0,0,0,0,0,1,0,4,2,0,2096,0
1_男,3,20_長野県,20452_筑北村,2046,11,1,1,0,0,0,2,0,0,0,0,5,0,2,2035,0
1_男,3,20_長野県,20481_池田町,4552,66,1,9,3,0,3,28,0,9,1,2,2,0,8,4485,1
1_男,3,20_長野県,20482_松川村,4605,48,10,18,3,0,3,1,0,2,0,0,7,0,4,4551,6
1_男,3,20_長野県,20485_白馬村,4257,175,5,27,2,1,0,1,0,10,16,11,3,1,98,4046,36
1_男,3,20_長野県,20486_小谷村,1367,35,4,2,1,0,1,0,1,2,1,2,9,0,12,1332,0
1_男,3,20_長野県,20521_坂城町,6909,226,3,32,33,19,17,32,0,0,0,3,73,4,10,6668,15
1_男,3,20_長野県,20541_小布施町,5122,13,2,0,0,1,2,0,0,0,1,4,0,0,3,5108,1
1_男,3,20_長野県,20543_高山村,3242,66,1,1,0,1,2,54,0,0,0,0,3,0,4,3176,0
1_男,3,20_長野県,20561_山ノ内町,5519,38,5,3,1,4,0,0,1,12,0,3,3,0,6,5478,3
1_男,3,20_長野県,20562_木島平村,2114,4,0,0,0,0,0,0,0,2,0,1,0,0,1,2098,12
1_男,3,20_長野県,20563_野沢温泉村,1571,18,0,0,0,0,0,0,0,0,4,4,1,0,9,1553,0
1_男,3,20_長野県,20583_信濃町,3812,26,6,0,0,0,0,0,0,0,1,12,0,0,7,3786,0
1_男,3,20_長野県,20588_小川村,1100,7,0,0,0,0,2,0,0,0,0,2,1,0,2,1093,0
1_男,3,20_長野県,20590_飯綱町,5019,22,3,1,0,0,6,5,1,0,0,4,0,0,2,4996,1
1_男,3,20_長野県,20602_栄村,800,3,0,0,0,0,0,0,0,0,0,2,0,0,1,797,0
1_男,a,21_岐阜県,21000_岐阜県,960436,23426,1553,3357,4131,241,580,4556,53,360,64,206,5783,403,2139,922646,14364
1_男,2,21_岐阜県,21201_岐阜市,191679,2553,450,626,357,10,81,284,13,70,16,66,123,32,425,180113,9013
1_男,2,21_岐阜県,21202_大垣市,76994,2495,116,460,127,10,28,224,2,45,3,20,1238,71,151,73980,519
1_男,2,21_岐阜県,21203_高山市,40483,303,43,54,4,1,9,103,1,23,2,11,16,0,36,40146,34
1_男,2,21_岐阜県,21204_多治見市,51437,828,175,183,43,3,33,216,3,19,4,11,60,16,62,50364,245
1_男,2,21_岐阜県,21205_関市,41657,926,25,105,60,0,43,388,1,18,4,3,239,1,39,40379,352
1_男,2,21_岐阜県,21206_中津川市,37414,874,21,151,67,121,21,347,2,17,2,8,63,3,51,36295,245
1_男,2,21_岐阜県,21207_美濃市,9289,218,2,65,1,0,6,116,0,0,1,2,5,0,20,9045,26
1_男,2,21_岐阜県,21208_瑞浪市,18156,488,31,65,172,2,11,104,2,6,1,2,60,11,21,17617,51
1_男,2,21_岐阜県,21209_羽島市,32303,488,44,80,18,2,19,84,1,11,2,3,14,8,202,31460,355
1_男,2,21_岐阜県,21210_恵那市,23138,388,21,36,40,4,19,171,4,5,6,5,51,4,22,22659,91
1_男,2,21_岐阜県,21211_美濃加茂市,28141,2326,25,73,787,0,33,140,1,8,0,4,1029,36,190,24996,819
1_男,2,21_岐阜県,21212_土岐市,26803,765,91,64,269,0,16,104,0,7,2,6,77,44,85,25938,100
1_男,2,21_岐阜県,21213_各務原市,71220,1544,135,185,150,12,70,287,5,24,5,12,426,82,151,68931,745
1_男,2,21_岐阜県,21214_可児市,49202,3616,79,63,1467,16,41,286,3,14,3,10,1478,47,109,44980,606
1_男,2,21_岐阜県,21215_山県市,12184,176,6,50,7,1,4,79,2,3,1,4,9,0,10,12000,8
1_男,2,21_岐阜県,21216_瑞穂市,28105,1086,67,225,316,12,0,172,2,6,3,5,141,4,133,26476,543
1_男,2,21_岐阜県,21217_飛騨市,10860,51,7,4,2,0,0,37,0,0,1,0,0,0,0,10803,6
1_男,2,21_岐阜県,21218_本巣市,15936,260,10,92,12,0,26,82,0,3,0,2,13,2,18,15616,60
1_男,2,21_岐阜県,21219_郡上市,19051,240,5,72,15,0,5,105,0,2,2,5,8,0,21,18787,24
1_男,2,21_岐阜県,21220_下呂市,14471,205,16,52,4,1,7,61,0,25,1,5,17,0,16,14240,26
1_男,2,21_岐阜県,21221_海津市,16045,336,9,67,9,0,4,144,0,0,0,0,30,6,67,15686,23
1_男,3,21_岐阜県,21302_岐南町,12664,254,34,65,18,0,17,61,5,2,0,4,6,0,42,12263,147
1_男,3,21_岐阜県,21303_笠松町,10513,112,12,19,5,0,3,30,2,11,1,3,11,1,14,10284,117
1_男,3,21_岐阜県,21341_養老町,13116,240,8,64,6,15,4,74,0,5,1,2,22,11,28,12854,22
1_男,3,21_岐阜県,21361_垂井町,12985,414,9,112,4,0,0,61,0,13,1,1,180,14,19,12570,1
1_男,3,21_岐阜県,21362_関ケ原町,3202,66,6,4,8,1,4,19,0,0,0,0,12,0,12,3132,4
1_男,3,21_岐阜県,21381_神戸町,9099,153,14,32,15,1,1,47,0,2,1,2,31,1,6,8922,24
1_男,3,21_岐阜県,21382_輪之内町,4807,288,1,68,9,0,3,158,0,1,0,0,5,1,42,4509,10
1_男,3,21_岐阜県,21383_安八町,7036,130,4,23,2,0,3,51,0,2,0,0,6,0,39,6883,23
1_男,3,21_岐阜県,21401_揖斐川町,9366,128,4,6,1,5,4,85,0,1,0,2,7,0,13,9237,1
1_男,3,21_岐阜県,21403_大野町,10778,134,7,25,18,0,7,37,0,0,0,2,25,1,12,10627,17
1_男,3,21_岐阜県,21404_池田町,11425,278,11,48,6,0,28,133,0,1,0,0,36,2,13,11143,4
1_男,3,21_岐阜県,21421_北方町,8652,193,16,43,40,2,4,34,0,9,0,1,18,2,24,8459,0
1_男,3,21_岐阜県,21501_坂祝町,4168,298,4,31,22,0,1,53,0,2,0,0,177,1,7,3832,38
1_男,3,21_岐阜県,21502_富加町,2705,74,1,3,0,0,17,30,0,0,0,0,16,0,7,2631,0
1_男,3,21_岐阜県,21503_川辺町,4865,117,2,10,8,0,6,33,0,4,0,0,43,1,10,4742,6
1_男,3,21_岐阜県,21504_七宗町,1608,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1607,0
1_男,3,21_岐阜県,21505_八百津町,4905,45,6,3,5,0,0,8,0,0,1,1,13,0,8,4855,5
1_男,3,21_岐阜県,21506_白川町,3485,46,3,3,1,17,0,17,0,0,0,2,0,0,3,3439,0
1_男,3,21_岐阜県,21507_東白川村,964,12,0,11,0,0,0,0,0,0,0,0,0,0,1,952,0
1_男,3,21_岐阜県,21521_御嵩町,8770,268,33,13,36,5,2,88,4,0,0,2,76,1,8,8448,54
1_男,3,21_岐阜県,21604_白川村,755,9,0,1,0,0,0,3,0,1,0,0,2,0,2,746,0
1_男,a,22_静岡県,22000_静岡県,1791118,41902,1839,3962,5163,453,1888,5778,359,1056,149,502,14584,2061,4108,1737558,11658
1_男,1,22_静岡県,22100_静岡市,337812,4720,626,823,320,26,272,711,44,478,35,106,303,56,920,329508,3584
1_男,0,22_静岡県,22101_静岡市葵区,119984,1332,234,211,54,8,98,183,9,139,13,43,43,13,284,117435,1217
1_男,0,22_静岡県,22102_静岡市駿河区,105146,2115,268,350,144,6,104,329,20,303,13,37,44,7,490,101734,1297
1_男,0,22_静岡県,22103_静岡市清水区,112682,1273,124,262,122,12,70,199,15,36,9,26,216,36,146,110339,1070
1_男,1,22_静岡県,22130_浜松市,392900,10889,456,886,1122,76,563,1418,170,141,35,102,4544,753,623,380278,1733
1_男,0,22_静岡県,22131_浜松市中区,117377,3889,237,341,204,15,115,539,106,71,19,50,1704,241,247,113449,39
1_男,0,22_静岡県,22132_浜松市東区,64357,1499,61,163,247,10,120,165,13,22,3,11,515,77,92,62226,632
1_男,0,22_静岡県,22133_浜松市西区,53482,1331,36,97,69,11,81,187,3,12,3,10,503,235,84,51989,162
1_男,0,22_静岡県,22134_浜松市南区,50016,2047,56,149,99,13,133,126,13,10,7,13,1180,142,106,47327,642
1_男,0,22_静岡県,22135_浜松市北区,45656,843,25,71,63,6,64,237,18,12,1,10,283,18,35,44571,242
1_男,0,22_静岡県,22136_浜松市浜北区,49066,1121,30,61,434,21,39,133,17,10,2,6,284,34,50,47937,8
1_男,0,22_静岡県,22137_浜松市天竜区,12946,159,11,4,6,0,11,31,0,4,0,2,75,6,9,12779,8
1_男,2,22_静岡県,22203_沼津市,93046,1892,111,293,357,27,52,368,27,58,13,36,112,97,341,90388,766
1_男,2,22_静岡県,22205_熱海市,15438,182,17,31,3,1,3,31,4,34,3,11,2,1,41,15084,172
1_男,2,22_静岡県,22206_三島市,52421,559,57,65,37,19,14,105,18,10,8,18,93,19,96,51387,475
1_男,2,22_静岡県,22207_富士宮市,63364,961,34,118,64,14,34,266,2,24,3,7,218,59,118,62020,383
1_男,2,22_静岡県,22208_伊東市,30668,184,20,30,17,2,2,18,9,12,5,34,2,0,33,30242,242
1_男,2,22_静岡県,22209_島田市,46725,506,12,55,93,5,43,93,1,11,1,6,93,28,65,46026,193
1_男,2,22_静岡県,22210_富士市,120694,2396,101,248,249,22,42,458,8,50,10,26,674,163,345,117801,497
1_男,2,22_静岡県,22211_磐田市,83980,3859,47,168,348,93,176,341,19,15,3,13,2336,99,201,78871,1250
1_男,2,22_静岡県,22212_焼津市,66952,2057,48,163,742,6,76,276,1,26,3,7,432,91,186,64679,216
1_男,2,22_静岡県,22213_掛川市,57655,1955,30,111,327,15,78,169,12,11,2,21,910,106,163,55464,236
1_男,2,22_静岡県,22214_藤枝市,68793,757,36,100,85,15,37,92,2,14,5,14,122,60,175,67796,240
1_男,2,22_静岡県,22215_御殿場市,44454,937,50,139,163,7,32,143,3,14,1,14,218,61,92,43270,247
1_男,2,22_静岡県,22216_袋井市,44534,2259,25,164,103,16,138,270,6,30,2,8,1276,52,169,41950,325
1_男,2,22_静岡県,22219_下田市,9675,59,6,11,4,0,1,5,3,6,1,6,1,0,15,9593,23
1_男,2,22_静岡県,22220_裾野市,25773,384,17,64,38,2,6,86,6,5,5,12,68,33,42,25271,118
1_男,2,22_静岡県,22221_湖西市,29625,1815,18,34,49,4,187,184,7,7,1,6,1004,239,75,27790,20
1_男,2,22_静岡県,22222_伊豆市,13342,60,10,5,1,2,6,13,0,8,0,0,2,1,12,13281,1
1_男,2,22_静岡県,22223_御前崎市,15803,419,8,25,100,17,22,48,0,1,0,0,172,2,24,15225,159
1_男,2,22_静岡県,22224_菊川市,24173,1765,9,91,309,21,9,160,4,2,1,1,1083,36,39,22263,145
1_男,2,22_静岡県,22225_伊豆の国市,22459,267,18,24,21,8,8,97,0,7,5,10,13,7,49,22033,159
1_男,2,22_静岡県,22226_牧之原市,21414,1027,6,58,122,23,13,99,6,0,0,2,586,22,90,20296,91
1_男,3,22_静岡県,22301_東伊豆町,5440,38,2,5,0,0,0,4,0,8,0,8,0,0,11,5402,0
1_男,3,22_静岡県,22302_河津町,3317,15,2,0,1,0,2,0,0,2,0,2,0,0,6,3302,0
1_男,3,22_静岡県,22304_南伊豆町,3722,16,2,0,0,2,1,1,0,1,2,4,0,0,3,3705,1
1_男,3,22_静岡県,22305_松崎町,2837,5,1,1,0,0,0,0,0,0,0,2,0,0,1,2831,1
1_男,3,22_静岡県,22306_西伊豆町,3352,37,3,26,2,0,0,1,0,3,0,0,0,0,2,3311,4
1_男,3,22_静岡県,22325_函南町,17916,146,12,16,15,5,19,42,0,0,1,9,4,0,23,17766,4
1_男,3,22_静岡県,22341_清水町,15388,556,11,31,284,12,2,52,0,6,3,2,85,25,43,14676,156
1_男,3,22_静岡県,22342_長泉町,21434,201,29,54,13,2,7,44,3,10,1,6,9,4,19,21103,130
1_男,3,22_静岡県,22344_小山町,9845,76,7,1,7,8,9,10,0,0,0,3,15,10,6,9769,0
1_男,3,22_静岡県,22424_吉田町,14413,671,5,105,158,1,24,60,2,60,0,3,169,34,50,13683,59
1_男,3,22_静岡県,22429_川根本町,3055,21,1,3,3,0,3,2,1,2,0,2,1,1,2,3034,0
1_男,3,22_静岡県,22461_森町,8699,211,2,14,6,2,7,111,1,0,0,1,37,2,28,8460,28
1_男,a,23_愛知県,23000_愛知県,3761502,114138,12130,17419,10881,752,3392,19321,544,3594,418,1264,28077,3397,12949,3574729,72635
1_男,1,23_愛知県,23100_名古屋市,1146669,32877,6186,9102,1764,209,501,4435,280,2415,250,738,2253,382,4362,1074998,38794
1_男,0,23_愛知県,23101_名古屋市千種区,80239,2687,454,742,58,20,48,434,17,281,39,124,79,9,382,74836,2716
1_男,0,23_愛知県,23102_名古屋市東区,40483,1457,309,505,68,9,26,109,3,142,21,49,51,7,158,37831,1195
1_男,0,23_愛知県,23103_名古屋市北区,79185,2339,495,662,222,14,33,247,13,277,12,41,61,23,239,76824,22
1_男,0,23_愛知県,23104_名古屋市西区,74787,1835,322,390,96,7,12,293,17,351,14,62,62,8,201,71082,1870
1_男,0,23_愛知県,23105_名古屋市中村区,70094,2032,547,451,65,11,14,263,17,328,16,41,86,16,177,64671,3391
1_男,0,23_愛知県,23106_名古屋市中区,46086,2208,259,683,239,17,19,143,23,213,23,71,94,17,407,34491,9387
1_男,0,23_愛知県,23107_名古屋市昭和区,52961,1682,274,607,31,14,42,153,45,69,10,60,29,6,342,49767,1512
1_男,0,23_愛知県,23108_名古屋市瑞穂区,51984,607,159,227,20,5,4,25,12,9,9,20,46,5,66,44995,6382
1_男,0,23_愛知県,23109_名古屋市熱田区,33400,911,163,268,39,6,8,138,47,48,16,33,65,6,74,31127,1362
1_男,0,23_愛知県,23110_名古屋市中川区,108929,3063,674,772,157,17,39,525,3,183,9,33,214,36,401,103989,1877
1_男,0,23_愛知県,23111_名古屋市港区,72197,4149,469,895,240,22,49,580,13,121,3,8,785,87,877,67377,671
1_男,0,23_愛知県,23112_名古屋市南区,68355,2813,550,729,191,27,52,598,2,129,2,21,212,90,210,65048,494
1_男,0,23_愛知県,23113_名古屋市守山区,86087,1467,490,368,88,3,18,125,12,80,11,27,74,9,162,84605,15
1_男,0,23_愛知県,23114_名古屋市緑区,121993,2429,383,814,127,10,72,452,18,67,8,25,223,42,188,118166,1398
1_男,0,23_愛知県,23115_名古屋市名東区,78867,1655,292,505,63,11,43,159,16,35,33,69,108,5,316,73667,3545
1_男,0,23_愛知県,23116_名古屋市天白区,81022,1543,346,484,60,16,22,191,22,82,24,54,64,16,162,76522,2957
1_男,2,23_愛知県,23201_豊橋市,186160,8538,508,456,1750,18,249,484,12,89,15,47,4075,303,532,174992,2630
1_男,2,23_愛知県,23202_岡崎市,193719,5186,539,679,465,6,102,938,23,91,15,42,1946,59,281,186304,2229
1_男,2,23_愛知県,23203_一宮市,184934,2571,392,451,408,18,52,587,18,70,15,33,156,47,324,178865,3498
1_男,2,23_愛知県,23204_瀬戸市,62586,1981,314,162,287,12,20,293,9,8,9,12,470,261,124,60186,419
1_男,2,23_愛知県,23205_半田市,59364,2017,123,159,57,8,36,411,5,13,4,14,936,61,190,56564,783
1_男,2,23_愛知県,23206_春日井市,152320,3271,762,521,296,51,89,717,22,66,14,67,195,35,436,146989,2060
1_男,2,23_愛知県,23207_豊川市,91964,3024,199,111,195,17,162,398,1,43,6,12,1345,202,333,88142,798
1_男,2,23_愛知県,23208_津島市,29664,644,43,84,61,5,17,158,0,15,1,4,116,1,139,28873,147
1_男,2,23_愛知県,23209_碧南市,37286,2737,36,103,207,15,167,588,12,7,4,8,1304,83,203,34189,360
1_男,2,23_愛知県,23210_刈谷市,80203,2471,156,428,462,28,111,509,18,45,4,21,408,35,246,76934,798
1_男,2,23_愛知県,23211_豊田市,220716,7835,479,918,564,131,393,1004,60,252,9,39,3206,308,472,209599,3282
1_男,2,23_愛知県,23212_安城市,96093,3581,125,429,690,9,128,623,26,38,4,14,1092,58,345,91832,680
1_男,2,23_愛知県,23213_西尾市,85594,4921,105,220,533,21,331,1397,2,58,1,13,1800,209,231,80273,400
1_男,2,23_愛知県,23214_蒲郡市,39336,1407,22,135,588,2,33,159,2,7,1,8,223,164,63,37637,292
1_男,2,23_愛知県,23215_犬山市,36240,1197,81,167,138,5,64,315,4,5,3,10,170,125,110,34728,315
1_男,2,23_愛知県,23216_常滑市,28575,595,44,134,20,6,15,120,2,6,5,7,174,13,49,27576,404
1_男,2,23_愛知県,23217_江南市,47920,694,59,96,52,4,15,121,0,11,0,0,208,36,92,45917,1309
1_男,2,23_愛知県,23219_小牧市,75290,4343,168,404,390,40,115,771,2,9,0,13,1529,393,509,70448,499
1_男,2,23_愛知県,23220_稲沢市,66415,1652,94,164,187,27,24,386,6,26,5,7,537,28,161,64421,342
1_男,2,23_愛知県,23221_新城市,22002,424,6,30,40,3,29,85,0,13,0,0,193,11,14,21444,134
1_男,2,23_愛知県,23222_東海市,59158,857,162,109,63,5,26,296,0,14,3,2,75,15,87,57405,896
1_男,2,23_愛知県,23223_大府市,47374,1383,87,171,109,3,29,265,2,22,1,9,194,12,479,44869,1122
1_男,2,23_愛知県,23224_知多市,42346,916,40,68,36,3,7,140,0,3,1,6,231,67,314,41183,247
1_男,2,23_愛知県,23225_知立市,38127,2417,45,154,208,5,59,327,14,34,3,10,1279,134,145,35064,646
1_男,2,23_愛知県,23226_尾張旭市,40453,576,143,121,63,0,12,84,2,8,3,8,25,13,94,39479,398
1_男,2,23_愛知県,23227_高浜市,23790,1694,53,55,177,9,63,395,0,6,3,1,824,35,73,21935,161
1_男,2,23_愛知県,23228_岩倉市,23866,1186,48,64,79,2,15,168,0,37,2,11,504,59,197,22176,504
1_男,2,23_愛知県,23229_豊明市,35061,1614,85,165,129,9,87,409,0,12,2,5,482,36,193,32946,501
1_男,2,23_愛知県,23230_日進市,45149,748,108,155,28,3,8,129,3,7,4,21,43,9,230,44286,115
1_男,2,23_愛知県,23231_田原市,30138,340,15,62,66,1,8,55,1,2,3,3,17,5,102,29622,176
1_男,2,23_愛知県,23232_愛西市,29536,395,29,76,12,21,4,138,0,1,0,4,53,3,54,29057,84
1_男,2,23_愛知県,23233_清須市,33520,629,128,99,32,3,10,107,0,5,7,7,121,1,109,30723,2168
1_男,2,23_愛知県,23234_北名古屋市,43041,977,119,152,124,18,36,221,0,28,1,3,112,25,138,41752,312
1_男,2,23_愛知県,23235_弥富市,21465,878,36,82,46,1,30,309,1,5,2,3,210,11,142,20184,403
1_男,2,23_愛知県,23236_みよし市,32105,1063,77,124,68,0,20,145,0,21,1,6,370,49,182,30319,723
1_男,2,23_愛知県,23237_あま市,42561,1091,124,107,42,8,14,224,3,4,0,1,140,14,410,41431,39
1_男,2,23_愛知県,23238_長久手市,29144,371,74,102,19,0,4,30,1,10,7,25,22,4,73,27031,1742
1_男,3,23_愛知県,23302_東郷町,21931,638,46,82,70,3,24,171,4,30,3,3,88,9,105,21070,223
1_男,3,23_愛知県,23342_豊山町,7937,211,18,15,44,0,22,37,1,2,0,2,2,1,67,7551,175
1_男,3,23_愛知県,23361_大口町,12261,258,12,53,6,2,3,79,0,18,1,2,32,11,39,11938,65
1_男,3,23_愛知県,23362_扶桑町,16839,203,12,25,7,0,11,67,2,4,0,2,29,9,35,16440,196
1_男,3,23_愛知県,23424_大治町,16304,355,63,51,31,2,1,62,4,14,1,2,28,2,94,15594,355
1_男,3,23_愛知県,23425_蟹江町,18428,687,75,59,100,10,11,215,1,13,3,2,89,14,95,17330,411
1_男,3,23_愛知県,23427_飛島村,2251,154,4,25,4,0,0,96,0,0,0,0,4,0,21,2096,1
1_男,3,23_愛知県,23441_阿久比町,13965,150,8,16,3,3,0,42,1,0,1,2,29,3,42,13710,105
1_男,3,23_愛知県,23442_東浦町,24726,717,22,69,59,0,18,161,0,4,0,3,321,24,36,23842,167
1_男,3,23_愛知県,23445_南知多町,8079,185,4,102,10,0,22,35,0,2,0,1,0,0,9,7875,19
1_男,3,23_愛知県,23446_美浜町,11213,148,12,27,2,0,1,59,0,0,0,4,30,1,12,10909,156
1_男,3,23_愛知県,23447_武豊町,22116,660,24,54,31,6,141,144,0,0,1,3,213,7,36,21162,294
1_男,3,23_愛知県,23501_幸田町,21504,641,12,21,57,0,53,209,0,1,0,3,161,8,116,20822,41
1_男,3,23_愛知県,23561_設楽町,2165,14,2,0,1,0,0,0,0,0,0,1,9,0,1,2134,17
1_男,3,23_愛知県,23562_東栄町,1417,8,2,1,1,0,0,3,0,0,0,0,1,0,0,1409,0
1_男,3,23_愛知県,23563_豊根村,482,8,0,0,0,0,0,0,0,0,0,0,3,2,3,474,0
1_男,a,24_三重県,24000_三重県,864475,22796,1606,1993,2176,428,684,3754,67,313,42,132,5878,1278,4445,829130,12549
1_男,2,24_三重県,24201_津市,133537,3844,165,355,520,146,134,721,7,100,14,28,1042,71,541,127855,1838
1_男,2,24_三重県,24202_四日市市,152669,4354,534,343,104,34,30,415,6,75,8,18,838,205,1744,146386,1929
1_男,2,24_三重県,24203_伊勢市,58161,423,53,99,11,10,4,56,28,13,1,15,57,3,73,57182,556
1_男,2,24_三重県,24204_松阪市,76360,1638,78,122,790,22,26,154,1,6,4,13,84,11,327,74296,426
1_男,2,24_三重県,24205_桑名市,68084,1896,229,112,102,20,54,428,0,18,2,8,400,72,451,65286,902
1_男,2,24_三重県,24207_鈴鹿市,97350,3260,205,299,136,23,123,252,6,26,2,13,1325,460,390,89456,4634
1_男,2,24_三重県,24208_名張市,36853,509,55,109,92,9,29,104,6,3,1,4,64,8,25,36170,174
1_男,2,24_三重県,24209_尾鷲市,7562,70,9,4,6,0,16,17,0,1,0,1,1,0,15,7407,85
1_男,2,24_三重県,24210_亀山市,25161,869,23,77,34,2,40,115,0,5,0,6,284,39,244,23706,586
1_男,2,24_三重県,24211_鳥羽市,8255,58,9,8,4,2,1,13,0,5,0,2,1,0,13,8160,37
1_男,2,24_三重県,24212_熊野市,7384,44,4,3,0,2,0,29,0,3,0,1,0,0,2,7327,13
1_男,2,24_三重県,24214_いなべ市,23106,1112,39,45,49,14,28,335,3,3,2,4,349,160,81,21816,178
1_男,2,24_三重県,24215_志摩市,21206,84,9,12,0,3,2,19,0,5,1,2,3,0,28,21003,119
1_男,2,24_三重県,24216_伊賀市,43446,2787,95,199,247,83,106,533,7,12,1,8,1163,197,136,40093,566
1_男,3,24_三重県,24303_木曽岬町,3032,200,5,5,6,13,7,86,1,0,0,0,10,4,63,2722,110
1_男,3,24_三重県,24324_東員町,12614,345,17,18,15,0,14,154,0,3,0,2,76,14,32,12269,0
1_男,3,24_三重県,24341_菰野町,19868,458,34,25,19,44,35,70,0,3,0,2,101,13,112,19149,261
1_男,3,24_三重県,24343_朝日町,5488,105,4,23,7,0,2,19,0,0,2,3,16,4,25,5353,30
1_男,3,24_三重県,24344_川越町,7798,340,18,51,10,0,1,120,1,6,1,0,56,17,59,7446,12
1_男,3,24_三重県,24441_多気町,6753,41,2,15,3,0,1,0,0,0,0,0,1,0,19,6712,0
1_男,3,24_三重県,24442_明和町,10666,100,8,11,0,0,1,35,0,2,1,0,2,0,40,10537,29
1_男,3,24_三重県,24443_大台町,4103,28,1,0,2,1,0,21,0,0,0,0,0,0,3,4074,1
1_男,3,24_三重県,24461_玉城町,7184,43,3,5,0,0,0,26,1,0,0,0,2,0,6,7102,39
1_男,3,24_三重県,24470_度会町,3798,6,0,4,0,0,0,0,0,0,1,0,0,0,1,3788,4
1_男,3,24_三重県,24471_大紀町,3652,37,4,14,2,0,0,8,0,4,0,0,1,0,4,3614,1
1_男,3,24_三重県,24472_南伊勢町,5095,18,0,1,1,0,3,11,0,0,0,1,0,0,1,5075,2
1_男,3,24_三重県,24543_紀北町,6758,118,1,29,16,0,27,13,0,20,0,1,2,0,9,6633,7
1_男,3,24_三重県,24561_御浜町,3765,3,2,0,0,0,0,0,0,0,0,0,0,0,1,3762,0
1_男,3,24_三重県,24562_紀宝町,4767,6,0,5,0,0,0,0,0,0,1,0,0,0,0,4751,10
1_男,a,25_滋賀県,25000_滋賀県,697429,15212,1572,1824,654,77,685,2719,57,117,52,191,4334,683,2247,669459,12758
1_男,2,25_滋賀県,25201_大津市,166673,1984,579,285,35,5,39,114,12,10,28,74,65,32,706,161092,3597
1_男,2,25_滋賀県,25202_彦根市,56492,1154,78,224,150,3,22,207,5,27,6,15,234,17,166,54673,665
1_男,2,25_滋賀県,25203_長浜市,55406,1595,37,129,40,1,21,274,4,8,0,14,792,94,181,52697,1114
1_男,2,25_滋賀県,25204_近江八幡市,39676,750,77,60,47,2,69,174,10,8,5,13,198,10,77,38686,240
1_男,2,25_滋賀県,25206_草津市,72646,1326,158,332,26,9,56,122,6,7,4,16,65,14,511,67692,3628
1_男,2,25_滋賀県,25207_守山市,40872,417,87,73,19,1,38,96,2,14,3,5,36,24,19,39947,508
1_男,2,25_滋賀県,25208_栗東市,34110,672,76,100,24,2,45,186,3,3,1,4,144,39,45,33355,83
1_男,2,25_滋賀県,25209_甲賀市,44014,1803,89,172,94,2,62,317,5,14,1,11,700,139,197,41585,626
