男女,地域識別コード,都道府県,地域名,総数,外国人,韓国|朝鮮,中国,フィリピン,タイ,インドネシア,ベトナム,インド,ネパール,イギリス,アメリカ,ブラジル,ペルー,その他,日本人,不詳
0_総数,2,03_岩手県,03210_陸前高田市,18262,173,1,21,27,2,0,47,0,0,0,4,0,0,71,18072,17
0_総数,2,03_岩手県,03211_釜石市,32078,219,10,10,18,1,0,158,0,1,1,6,0,0,14,31720,139
0_総数,2,03_岩手県,03213_二戸市,25513,192,2,67,49,2,8,55,0,0,0,2,2,0,5,25261,60
0_総数,2,03_岩手県,03214_八幡平市,24023,95,11,43,12,5,0,6,0,4,1,4,0,0,9,23916,12
0_総数,2,03_岩手県,03215_奥州市,112937,589,61,174,112,5,41,138,0,2,5,12,2,0,37,111896,452
0_総数,2,03_岩手県,03216_滝沢市,55579,233,25,108,21,2,7,25,6,0,0,9,0,0,30,55116,230
0_総数,3,03_岩手県,03301_雫石町,15731,42,11,10,10,1,1,4,0,0,0,2,0,0,3,15689,0
0_総数,3,03_岩手県,03302_葛巻町,5634,23,1,2,10,0,0,7,0,0,0,1,0,0,2,5611,0
0_総数,3,03_岩手県,03303_岩手町,12285,165,2,10,72,0,1,70,1,1,2,1,0,0,5,12120,0
0_総数,3,03_岩手県,03321_紫波町,32147,86,13,18,13,1,0,21,0,8,1,4,0,1,6,32039,22
0_総数,3,03_岩手県,03322_矢巾町,28056,104,9,33,2,0,0,32,3,0,0,4,0,0,21,27756,196
0_総数,3,03_岩手県,03366_西和賀町,5134,24,4,1,4,0,0,8,0,0,1,1,0,0,5,5110,0
0_総数,3,03_岩手県,03381_金ケ崎町,15535,145,15,46,19,0,15,37,1,2,1,3,2,1,3,15342,48
0_総数,3,03_岩手県,03402_平泉町,7252,39,2,5,2,0,7,18,0,0,1,2,0,0,2,7213,0
0_総数,3,03_岩手県,03441_住田町,5045,106,0,39,0,1,0,63,0,0,0,1,0,0,2,4939,0
0_総数,3,03_岩手県,03461_大槌町,11004,51,3,7,5,2,0,28,0,0,0,1,0,1,4,10928,25
0_総数,3,03_岩手県,03482_山田町,14320,62,9,11,0,0,4,26,0,0,0,0,0,0,12,14251,7
0_総数,3,03_岩手県,03483_岩泉町,8726,61,1,24,15,0,1,15,0,0,0,3,0,0,2,8665,0
0_総数,3,03_岩手県,03484_田野畑村,3059,29,0,1,25,1,0,0,0,0,0,0,0,0,2,3030,0
0_総数,3,03_岩手県,03485_普代村,2487,21,2,0,0,0,0,16,0,0,0,1,0,0,2,2466,0
0_総数,3,03_岩手県,03501_軽米町,8421,89,0,21,8,0,0,59,0,0,0,0,0,0,1,8332,0
0_総数,3,03_岩手県,03503_野田村,3936,22,0,3,12,0,0,6,0,0,0,1,0,0,0,3913,1
0_総数,3,03_岩手県,03506_九戸村,5378,16,0,15,0,0,0,1,0,0,0,0,0,0,0,5362,0
0_総数,3,03_岩手県,03507_洋野町,15091,51,5,4,22,0,1,12,0,0,0,2,1,0,4,15040,0
0_総数,3,03_岩手県,03524_一戸町,11494,149,0,15,68,0,1,59,0,0,0,2,0,0,4,11340,5
0_総数,a,04_宮城県,04000_宮城県,2301996,19453,2889,5116,1301,317,832,3813,183,1469,117,552,193,37,2634,2242701,39842
0_総数,1,04_宮城県,04100_仙台市,1096704,11507,1797,3534,472,159,245,1650,147,1389,82,365,56,16,1595,1052030,33167
0_総数,0,04_宮城県,04101_仙台市青葉区,311590,5581,677,1798,140,84,160,728,100,767,32,140,28,15,912,294513,11496
0_総数,0,04_宮城県,04102_仙台市宮城野区,196732,1915,283,651,113,20,29,396,8,159,7,39,7,0,203,189302,5515
0_総数,0,04_宮城県,04103_仙台市若林区,141475,1258,196,326,51,8,15,250,14,245,7,21,3,0,122,136184,4033
0_総数,0,04_宮城県,04104_仙台市太白区,234758,1677,439,492,87,23,33,150,19,173,14,37,6,1,203,228970,4111
0_総数,0,04_宮城県,04105_仙台市泉区,212149,1076,202,267,81,24,8,126,6,45,22,128,12,0,155,203061,8012
0_総数,2,04_宮城県,04202_石巻市,140151,1071,90,171,127,41,131,252,1,11,3,35,9,7,193,137686,1394
0_総数,2,04_宮城県,04203_塩竈市,52203,503,46,139,16,4,26,213,6,6,2,6,5,0,34,51434,266
0_総数,2,04_宮城県,04205_気仙沼市,61147,582,19,110,94,9,186,78,0,10,0,14,0,3,59,60187,378
0_総数,2,04_宮城県,04206_白石市,32758,214,30,38,19,2,4,51,0,0,2,2,0,0,66,32380,164
0_総数,2,04_宮城県,04207_名取市,78718,359,68,96,28,11,17,65,1,2,2,6,3,0,60,77588,771
0_総数,2,04_宮城県,04208_角田市,27976,206,26,81,28,1,2,36,0,1,0,2,1,0,28,27717,53
0_総数,2,04_宮城県,04209_多賀城市,62827,364,86,67,23,10,11,90,2,8,3,6,3,0,55,61287,1176
0_総数,2,04_宮城県,04211_岩沼市,44068,375,37,59,52,6,1,162,6,14,1,6,6,0,25,43553,140
0_総数,2,04_宮城県,04212_登米市,76037,328,44,97,50,3,11,63,0,3,2,10,0,0,45,75501,208
0_総数,2,04_宮城県,04213_栗原市,64637,486,64,59,38,5,14,236,0,0,0,8,8,0,54,64116,35
0_総数,2,04_宮城県,04214_東松島市,39098,142,24,27,26,4,2,35,0,2,1,11,0,0,10,38931,25
0_総数,2,04_宮城県,04215_大崎市,127330,726,182,209,90,9,34,103,4,1,3,9,5,1,76,126036,568
0_総数,2,04_宮城県,04216_富谷市,51651,219,64,45,6,11,4,56,0,0,2,6,5,0,20,51273,159
0_総数,3,04_宮城県,04301_蔵王町,11418,67,13,4,8,0,15,17,0,0,0,2,0,0,8,11342,9
0_総数,3,04_宮城県,04302_七ヶ宿町,1262,27,3,5,0,1,0,7,0,6,1,1,1,0,2,1235,0
0_総数,3,04_宮城県,04321_大河原町,23571,125,17,20,19,5,23,9,6,2,3,6,0,0,15,23293,153
0_総数,3,04_宮城県,04322_村田町,10666,54,8,5,6,11,6,5,0,0,1,2,1,1,8,10568,44
0_総数,3,04_宮城県,04323_柴田町,38271,140,39,48,14,5,3,11,0,2,1,5,0,0,12,37726,405
0_総数,3,04_宮城県,04324_川崎町,8345,127,13,6,5,1,5,83,0,0,0,1,1,0,12,8205,13
0_総数,3,04_宮城県,04341_丸森町,12262,133,13,30,19,2,11,38,1,2,0,4,7,0,6,12117,12
0_総数,3,04_宮城県,04361_亘理町,33087,155,18,40,31,2,2,19,0,1,1,5,4,0,32,32779,153
0_総数,3,04_宮城県,04362_山元町,12046,58,7,10,20,2,0,4,4,0,2,4,0,0,5,11977,11
0_総数,3,04_宮城県,04401_松島町,13323,63,9,4,5,1,0,15,2,0,0,1,0,0,26,13257,3
0_総数,3,04_宮城県,04404_七ヶ浜町,18132,98,10,17,11,4,0,18,0,1,1,12,1,7,16,18014,20
0_総数,3,04_宮城県,04406_利府町,35182,120,23,30,13,1,1,18,0,0,1,6,1,0,26,34963,99
0_総数,3,04_宮城県,04421_大和町,28786,374,38,20,14,1,39,104,0,4,0,1,72,0,81,28062,350
0_総数,3,04_宮城県,04422_大郷町,7813,79,7,12,2,1,0,28,0,0,0,1,0,0,28,7731,3
0_総数,3,04_宮城県,04424_大衡村,5849,58,17,1,1,0,0,25,0,0,0,1,0,0,13,5790,1
0_総数,3,04_宮城県,04444_色麻町,6698,34,9,6,5,2,4,2,0,0,0,1,0,0,5,6660,4
0_総数,3,04_宮城県,04445_加美町,21943,162,27,17,25,2,12,68,0,4,1,2,1,0,3,21767,14
0_総数,3,04_宮城県,04501_涌谷町,15388,57,13,11,8,0,1,10,1,0,0,3,2,2,6,15305,26
0_総数,3,04_宮城県,04505_美里町,23994,64,19,16,10,0,3,2,2,0,1,5,0,0,6,23912,18
0_総数,3,04_宮城県,04581_女川町,6430,212,5,26,4,1,14,158,0,0,0,1,1,0,2,6218,0
0_総数,3,04_宮城県,04606_南三陸町,12225,164,4,56,12,0,5,82,0,0,1,2,0,0,2,12061,0
0_総数,a,05_秋田県,05000_秋田県,959502,3651,453,908,726,69,87,699,17,57,29,152,10,5,439,950192,5659
0_総数,2,05_秋田県,05201_秋田市,307672,1187,196,264,191,27,55,117,8,29,19,69,4,3,205,302311,4174
0_総数,2,05_秋田県,05202_能代市,49968,208,13,72,51,4,3,43,0,3,1,5,0,0,13,49759,1
0_総数,2,05_秋田県,05203_横手市,85555,373,15,102,123,5,10,70,3,4,3,7,0,0,31,85023,159
0_総数,2,05_秋田県,05204_大館市,69237,295,45,21,57,3,5,133,0,0,3,3,1,0,24,68649,293
0_総数,2,05_秋田県,05206_男鹿市,25154,44,7,5,6,3,0,10,2,0,0,3,0,0,8,25082,28
0_総数,2,05_秋田県,05207_湯沢市,42091,114,19,37,24,2,2,16,0,0,0,5,0,0,9,41952,25
0_総数,2,05_秋田県,05209_鹿角市,29088,89,29,8,26,3,1,9,0,2,0,3,0,0,8,28942,57
0_総数,2,05_秋田県,05210_由利本荘市,74707,256,28,106,26,2,0,59,0,3,1,12,1,2,16,74032,419
0_総数,2,05_秋田県,05211_潟上市,31720,85,3,22,9,5,1,34,0,1,0,2,1,0,7,31549,86
0_総数,2,05_秋田県,05212_大仙市,77657,226,39,81,29,3,0,31,2,6,0,8,0,0,27,77124,307
0_総数,2,05_秋田県,05213_北秋田市,30198,142,9,12,67,3,3,33,1,0,0,9,3,0,2,30022,34
0_総数,2,05_秋田県,05214_にかほ市,23435,83,17,15,3,2,0,31,0,9,1,4,0,0,1,23347,5
0_総数,2,05_秋田県,05215_仙北市,24610,89,16,42,10,1,0,2,0,0,0,4,0,0,14,24483,38
0_総数,3,05_秋田県,05303_小坂町,4780,33,3,0,0,2,0,26,0,0,0,1,0,0,1,4747,0
0_総数,3,05_秋田県,05327_上小阿仁村,2063,21,1,0,18,0,0,0,0,0,0,1,0,0,1,2042,0
0_総数,3,05_秋田県,05346_藤里町,2896,26,1,5,18,0,0,0,0,0,0,2,0,0,0,2870,0
0_総数,3,05_秋田県,05348_三種町,15254,46,3,5,23,0,0,11,0,0,0,4,0,0,0,15208,0
0_総数,3,05_秋田県,05349_八峰町,6577,48,0,3,6,1,1,34,0,0,0,1,0,0,2,6529,0
0_総数,3,05_秋田県,05361_五城目町,8538,18,1,11,4,1,0,1,0,0,0,0,0,0,0,8520,0
0_総数,3,05_秋田県,05363_八郎潟町,5583,26,3,14,1,0,1,6,0,0,1,0,0,0,0,5557,0
0_総数,3,05_秋田県,05366_井川町,4566,6,1,0,0,0,0,0,0,0,0,2,0,0,3,4537,23
0_総数,3,05_秋田県,05368_大潟村,3011,19,0,1,0,0,4,11,0,0,0,2,0,0,1,2992,0
0_総数,3,05_秋田県,05434_美郷町,18613,49,3,30,11,1,0,0,0,0,0,3,0,0,1,18561,3
0_総数,3,05_秋田県,05463_羽後町,13825,102,1,49,19,1,1,19,1,0,0,2,0,0,9,13717,6
0_総数,3,05_秋田県,05464_東成瀬村,2704,66,0,3,4,0,0,3,0,0,0,0,0,0,56,2637,1
0_総数,a,06_山形県,06000_山形県,1068027,7149,1306,1984,731,157,201,1637,41,54,41,139,85,19,754,1056617,4261
0_総数,2,06_山形県,06201_山形市,247590,1156,248,310,127,13,28,85,7,22,13,39,10,4,250,244115,2319
0_総数,2,06_山形県,06202_米沢市,81252,737,110,272,92,19,12,123,14,1,4,14,6,3,67,80502,13
0_総数,2,06_山形県,06203_鶴岡市,122347,635,57,204,68,11,14,153,2,5,3,15,5,0,98,120978,734
0_総数,2,06_山形県,06204_酒田市,100273,503,101,129,33,29,27,132,1,9,3,7,8,0,24,99235,535
0_総数,2,06_山形県,06205_新庄市,34432,361,38,78,31,3,19,172,1,6,1,3,3,0,6,33900,171
0_総数,2,06_山形県,06206_寒河江市,40189,345,74,62,40,1,4,114,0,0,0,6,8,2,34,39697,147
0_総数,2,06_山形県,06207_上山市,29110,147,36,39,17,3,0,22,0,1,3,5,1,0,20,28782,181
0_総数,2,06_山形県,06208_村山市,22516,180,55,46,31,2,5,18,0,0,1,0,3,0,19,22331,5
0_総数,2,06_山形県,06209_長井市,26543,340,23,123,15,48,13,50,0,1,0,11,13,4,39,26167,36
0_総数,2,06_山形県,06210_天童市,62140,531,99,104,24,6,15,208,11,6,3,4,7,1,43,61600,9
0_総数,2,06_山形県,06211_東根市,47682,322,88,87,31,1,9,73,2,3,2,5,2,0,19,47307,53
0_総数,2,06_山形県,06212_尾花沢市,14971,80,27,13,30,1,0,2,0,0,0,2,0,0,5,14890,1
0_総数,2,06_山形県,06213_南陽市,30420,269,44,87,15,5,6,98,2,0,2,4,0,0,6,30131,20
0_総数,3,06_山形県,06301_山辺町,13725,47,14,10,3,0,0,18,0,0,0,0,1,0,1,13678,0
0_総数,3,06_山形県,06302_中山町,10746,57,19,19,1,0,4,7,0,0,1,0,2,0,4,10689,0
0_総数,3,06_山形県,06321_河北町,17641,181,41,55,25,0,16,40,0,0,0,1,2,0,1,17454,6
0_総数,3,06_山形県,06322_西川町,4956,42,19,5,1,1,0,11,0,0,0,2,0,0,3,4914,0
0_総数,3,06_山形県,06323_朝日町,6366,52,12,21,9,0,0,7,0,0,0,2,0,0,1,6314,0
0_総数,3,06_山形県,06324_大江町,7646,87,18,32,5,0,6,20,0,0,0,1,1,4,0,7559,0
0_総数,3,06_山形県,06341_大石田町,6577,78,23,1,22,2,0,26,0,0,1,1,0,0,2,6499,0
0_総数,3,06_山形県,06361_金山町,5071,57,13,14,5,1,0,16,0,0,0,0,0,0,8,5014,0
0_総数,3,06_山形県,06362_最上町,8080,82,23,31,6,0,0,18,0,0,0,0,2,0,2,7998,0
0_総数,3,06_山形県,06363_舟形町,5007,33,11,5,1,1,0,0,0,0,0,0,1,0,14,4974,0
0_総数,3,06_山形県,06364_真室川町,7203,35,6,5,3,1,13,4,0,0,0,2,0,0,1,7168,0
0_総数,3,06_山形県,06365_大蔵村,3028,16,6,2,7,0,0,1,0,0,0,0,0,0,0,3012,0
0_総数,3,06_山形県,06366_鮭川村,3902,26,6,6,8,0,0,1,0,0,0,2,0,0,3,3876,0
0_総数,3,06_山形県,06367_戸沢村,4199,60,4,16,10,0,1,19,0,0,0,0,0,0,10,4139,0
0_総数,3,06_山形県,06381_高畠町,22463,196,27,73,8,2,0,58,0,0,0,1,3,0,24,22264,3
0_総数,3,06_山形県,06382_川西町,14558,68,14,30,5,1,0,13,0,0,0,2,0,0,3,14477,13
0_総数,3,06_山形県,06401_小国町,7107,56,7,9,0,1,0,18,0,0,0,2,1,0,18,7047,4
0_総数,3,06_山形県,06402_白鷹町,12890,121,14,46,20,2,1,30,0,0,0,2,2,0,4,12769,0
0_総数,3,06_山形県,06403_飯豊町,6613,48,9,18,3,2,8,0,1,0,0,1,0,0,6,6563,2
0_総数,3,06_山形県,06426_三川町,7601,30,5,8,1,1,0,11,0,0,0,2,1,0,1,7566,5
0_総数,3,06_山形県,06428_庄内町,20151,106,5,12,28,0,0,39,0,0,1,2,2,0,17,20041,4
0_総数,3,06_山形県,06461_遊佐町,13032,65,10,12,6,0,0,30,0,0,3,1,1,1,1,12967,0
0_総数,a,07_福島県,07000_福島県,1833152,12868,1314,3033,2417,293,403,2900,102,425,73,248,172,40,1448,1797450,22834
0_総数,2,07_福島県,07201_福島市,282693,1772,162,509,397,28,53,247,12,65,8,39,19,5,228,275185,5736
0_総数,2,07_福島県,07202_会津若松市,117376,738,118,196,100,8,18,131,17,7,9,28,2,3,101,114836,1802
0_総数,2,07_福島県,07203_郡山市,327692,2561,406,653,260,50,73,602,29,75,20,46,20,6,321,320053,5078
0_総数,2,07_福島県,07204_いわき市,332931,2439,265,435,393,68,79,650,18,171,4,50,11,2,293,324313,6179
0_総数,2,07_福島県,07205_白河市,59491,574,27,105,173,19,23,112,6,24,1,5,23,10,46,58275,642
0_総数,2,07_福島県,07207_須賀川市,74992,375,26,44,108,9,0,147,3,0,0,3,10,5,20,73901,716
0_総数,2,07_福島県,07208_喜多方市,44760,216,41,44,65,6,0,37,3,1,1,7,0,0,11,44542,2
0_総数,2,07_福島県,07209_相馬市,34865,178,20,64,45,1,1,18,0,7,1,3,0,0,18,34349,338
0_総数,2,07_福島県,07210_二本松市,53557,344,11,56,94,19,22,85,0,1,7,0,8,1,40,53129,84
0_総数,2,07_福島県,07211_田村市,35169,311,15,141,34,2,25,41,2,1,0,11,11,0,28,34719,139
0_総数,2,07_福島県,07212_南相馬市,59005,403,47,57,103,10,9,106,1,4,0,9,5,0,52,57406,1196
0_総数,2,07_福島県,07213_伊達市,58240,401,19,161,125,5,2,63,0,0,2,5,5,0,14,57779,60
0_総数,2,07_福島県,07214_本宮市,30236,186,15,57,31,2,3,59,0,0,0,2,1,0,16,30050,0
0_総数,3,07_福島県,07301_桑折町,11459,35,1,19,12,0,0,0,0,0,0,2,1,0,0,11413,11
0_総数,3,07_福島県,07303_国見町,8639,59,5,22,20,0,0,7,0,0,0,0,1,0,4,8580,0
0_総数,3,07_福島県,07308_川俣町,12170,105,1,31,24,0,21,20,0,0,1,0,0,0,7,11984,81
0_総数,3,07_福島県,07322_大玉村,8900,47,1,17,2,0,0,14,0,0,0,2,0,0,11,8843,10
0_総数,3,07_福島県,07342_鏡石町,12318,50,4,9,9,3,2,16,0,0,3,2,2,0,0,12268,0
0_総数,3,07_福島県,07344_天栄村,5194,56,2,13,4,0,0,6,0,0,8,0,0,0,23,5138,0
0_総数,3,07_福島県,07362_下郷町,5264,15,7,2,0,1,1,0,0,0,2,0,0,0,2,5248,1
0_総数,3,07_福島県,07364_檜枝岐村,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0
0_総数,3,07_福島県,07367_只見町,4044,30,0,1,2,2,13,9,0,0,0,2,0,0,1,4014,0
0_総数,3,07_福島県,07368_南会津町,14451,68,12,30,17,1,1,0,0,0,2,2,0,0,3,14370,13
0_総数,3,07_福島県,07402_北塩原村,2556,35,2,7,4,0,0,1,0,9,0,0,0,0,12,2521,0
0_総数,3,07_福島県,07405_西会津町,5770,38,4,17,5,1,0,5,0,0,0,2,0,0,4,5732,0
0_総数,3,07_福島県,07407_磐梯町,3322,9,0,1,3,0,0,0,0,0,0,2,0,0,3,3313,0
0_総数,3,07_福島県,07408_猪苗代町,13552,64,16,19,6,1,0,7,0,9,1,2,0,0,3,13482,6
0_総数,3,07_福島県,07421_会津坂下町,15068,127,8,9,5,2,0,38,2,11,0,0,14,3,35,14933,8
0_総数,3,07_福島県,07422_湯川村,3081,8,2,1,3,0,0,0,0,0,0,0,0,0,2,3073,0
0_総数,3,07_福島県,07423_柳津町,3081,7,1,3,1,1,0,0,0,0,0,1,0,0,0,3074,0
0_総数,3,07_福島県,07444_三島町,1452,8,2,4,1,0,0,0,0,0,0,0,0,0,1,1444,0
0_総数,3,07_福島県,07445_金山町,1862,11,0,6,0,0,0,4,0,0,0,1,0,0,0,1851,0
0_総数,3,07_福島県,07446_昭和村,1246,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1242,0
0_総数,3,07_福島県,07447_会津美里町,19014,38,9,3,10,1,0,13,0,0,0,0,0,0,2,18907,69
0_総数,3,07_福島県,07461_西郷村,20808,243,9,39,88,3,1,46,1,28,1,0,1,3,23,20387,178
0_総数,3,07_福島県,07464_泉崎村,6213,118,3,17,17,1,4,57,0,3,0,1,3,0,12,6095,0
0_総数,3,07_福島県,07465_中島村,4885,35,0,3,0,2,0,27,0,2,0,1,0,0,0,4850,0
0_総数,3,07_福島県,07466_矢吹町,17287,163,6,37,29,8,6,56,0,0,1,1,3,0,16,17124,0
0_総数,3,07_福島県,07481_棚倉町,13343,71,5,4,26,2,1,18,0,3,1,1,2,0,8,13236,36
0_総数,3,07_福島県,07482_矢祭町,5392,23,1,1,10,2,0,5,0,0,0,3,0,0,1,5369,0
0_総数,3,07_福島県,07483_塙町,8302,87,2,3,23,6,0,38,0,1,0,0,0,0,14,8191,24
0_総数,3,07_福島県,07484_鮫川村,3049,18,0,1,3,0,0,11,0,0,0,0,0,0,3,3031,0
0_総数,3,07_福島県,07501_石川町,14644,108,3,42,17,9,0,21,0,0,0,4,0,1,11,14493,43
0_総数,3,07_福島県,07502_玉川村,6392,71,0,6,24,11,0,29,0,0,0,1,0,0,0,6319,2
0_総数,3,07_福島県,07503_平田村,5826,120,1,25,31,0,2,59,0,0,0,0,1,0,1,5706,0
0_総数,3,07_福島県,07504_浅川町,6036,23,0,1,9,2,0,9,0,0,0,0,0,0,2,5990,23
0_総数,3,07_福島県,07505_古殿町,4825,58,0,33,15,2,0,3,0,0,0,1,0,0,4,4767,0
0_総数,3,07_福島県,07521_三春町,17018,58,3,27,12,3,0,10,0,0,0,3,0,0,0,16923,37
0_総数,3,07_福島県,07522_小野町,9471,142,6,29,12,0,40,19,0,0,0,0,18,0,18,9318,11
0_総数,3,07_福島県,07541_広野町,5412,75,13,5,9,0,1,23,0,3,0,1,8,1,11,5330,7
0_総数,3,07_福島県,07542_楢葉町,3710,22,1,2,5,0,0,1,8,0,0,1,0,0,4,3683,5
0_総数,3,07_福島県,07543_富岡町,2128,10,0,2,4,1,0,0,0,0,0,1,0,0,2,2040,78
0_総数,3,07_福島県,07544_川内村,2044,32,0,9,4,0,0,8,0,0,0,1,0,0,10,1947,65
0_総数,3,07_福島県,07545_大熊町,847,1,0,0,0,0,0,0,0,0,0,0,0,0,1,846,0
0_総数,3,07_福島県,07546_双葉町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_総数,3,07_福島県,07547_浪江町,1923,5,2,0,1,0,0,0,0,0,0,1,0,0,1,1772,146
0_総数,3,07_福島県,07548_葛尾村,420,4,0,0,1,0,0,3,0,0,0,0,0,0,0,416,0
0_総数,3,07_福島県,07561_新地町,7905,50,7,10,4,1,2,19,0,0,0,1,3,0,3,7847,8
0_総数,3,07_福島県,07564_飯舘村,1318,19,1,0,16,0,0,0,0,0,0,0,0,0,2,1299,0
0_総数,a,08_茨城県,08000_茨城県,2867009,57819,3530,10609,8199,4137,3099,7933,871,864,163,628,5398,1404,10984,2763432,45758
0_総数,2,08_茨城県,08201_水戸市,270685,2818,666,478,241,175,48,253,4,70,13,60,17,8,785,262174,5693
0_総数,2,08_茨城県,08202_日立市,174508,1493,166,412,270,74,25,175,36,34,9,35,37,10,210,170416,2599
0_総数,2,08_茨城県,08203_土浦市,142074,3650,192,683,715,245,123,285,36,47,9,32,364,72,847,135299,3125
0_総数,2,08_茨城県,08204_古河市,139344,3020,150,388,811,139,209,357,22,72,6,20,204,64,578,135242,1082
0_総数,2,08_茨城県,08205_石岡市,73061,1011,87,135,108,73,37,99,2,2,2,7,53,17,389,70867,1183
0_総数,2,08_茨城県,08207_結城市,50645,2057,29,197,293,100,32,428,87,132,3,11,282,80,383,48248,340
0_総数,2,08_茨城県,08208_龍ケ崎市,76420,1910,109,352,288,115,69,317,8,30,1,21,164,45,391,73394,1116
0_総数,2,08_茨城県,08210_下妻市,42521,1948,33,169,364,82,67,333,64,9,1,9,134,313,370,40061,512
0_総数,2,08_茨城県,08211_常総市,60834,4755,54,210,1030,123,106,470,29,32,0,3,1904,203,591,55681,398
0_総数,2,08_茨城県,08212_常陸太田市,48602,174,13,32,19,10,19,49,0,6,1,3,5,0,17,48398,30
0_総数,2,08_茨城県,08214_高萩市,27699,194,30,25,24,1,10,54,0,20,1,8,13,0,8,27265,240
0_総数,2,08_茨城県,08215_北茨城市,41801,341,40,34,42,5,39,45,0,9,0,5,20,9,93,41248,212
0_総数,2,08_茨城県,08216_笠間市,73173,672,60,120,104,31,67,82,3,18,9,15,64,4,95,71749,752
0_総数,2,08_茨城県,08217_取手市,104524,1392,149,343,140,78,20,206,10,89,9,22,109,17,200,102280,852
0_総数,2,08_茨城県,08219_牛久市,84651,1373,67,251,162,86,14,122,16,26,2,18,368,43,198,82372,906
0_総数,2,08_茨城県,08220_つくば市,241656,6556,538,2219,278,160,171,406,227,61,51,156,264,113,1912,218039,17061
0_総数,2,08_茨城県,08221_ひたちなか市,156581,1578,123,401,287,72,139,204,87,28,6,42,31,14,144,152689,2314
0_総数,2,08_茨城県,08222_鹿嶋市,66950,879,86,168,181,142,31,125,4,6,2,15,22,7,90,65143,928
0_総数,2,08_茨城県,08223_潮来市,27604,342,25,40,40,76,7,50,5,9,1,3,10,1,75,27018,244
0_総数,2,08_茨城県,08224_守谷市,68421,1127,113,290,72,49,39,232,8,30,12,43,114,11,114,67001,293
0_総数,2,08_茨城県,08225_常陸大宮市,39267,243,40,38,25,25,11,53,1,5,3,4,17,0,21,38729,295
0_総数,2,08_茨城県,08226_那珂市,53502,253,23,68,45,13,8,51,1,0,4,6,2,1,31,52979,270
0_総数,2,08_茨城県,08227_筑西市,100753,2371,90,190,466,329,23,459,27,28,2,5,196,66,490,97857,525
0_総数,2,08_茨城県,08228_坂東市,52265,2242,79,208,411,220,129,366,49,16,0,7,69,8,680,49659,364
0_総数,2,08_茨城県,08229_稲敷市,39039,1022,39,183,143,207,27,210,7,6,0,3,41,27,129,37869,148
0_総数,2,08_茨城県,08230_かすみがうら市,40087,1016,11,64,90,136,60,115,5,6,0,5,303,105,116,39044,27
0_総数,2,08_茨城県,08231_桜川市,39122,284,20,48,35,22,14,47,8,2,1,0,7,15,65,38722,116
0_総数,2,08_茨城県,08232_神栖市,95454,2656,109,718,448,426,120,374,9,17,5,11,203,40,176,92441,357
0_総数,2,08_茨城県,08233_行方市,32185,931,12,337,43,103,116,122,2,2,0,2,3,6,183,31252,2
0_総数,2,08_茨城県,08234_鉾田市,45953,2474,38,716,86,147,483,721,1,3,1,2,6,0,270,43157,322
0_総数,2,08_茨城県,08235_つくばみらい市,49872,424,51,79,80,24,9,66,3,1,2,8,45,10,46,47623,1825
0_総数,2,08_茨城県,08236_小美玉市,48870,1300,59,173,99,147,193,358,16,11,1,6,36,34,167,47248,322
0_総数,3,08_茨城県,08302_茨城町,31401,547,23,127,34,92,69,107,3,9,0,4,4,5,70,30780,74
0_総数,3,08_茨城県,08309_大洗町,15715,704,8,88,68,35,336,67,1,6,1,2,2,7,83,14894,117
0_総数,3,08_茨城県,08310_城里町,18097,66,19,9,23,6,1,2,0,0,1,0,0,0,5,18027,4
0_総数,3,08_茨城県,08341_東海村,37891,285,31,60,24,8,35,39,3,6,2,16,17,1,43,37289,317
0_総数,3,08_茨城県,08364_大子町,15736,82,10,7,29,11,4,7,1,0,1,2,1,0,9,15654,0
0_総数,3,08_茨城県,08442_美浦村,14602,303,48,29,65,55,3,15,6,1,1,1,12,2,65,14283,16
0_総数,3,08_茨城県,08443_阿見町,48553,865,49,109,257,157,29,49,9,3,0,10,47,9,137,46989,699
0_総数,3,08_茨城県,08447_河内町,8231,107,4,29,10,22,11,15,0,0,0,0,0,0,16,8124,0
0_総数,3,08_茨城県,08521_八千代町,21026,1073,8,265,76,75,84,224,7,5,0,0,9,5,315,19907,46
0_総数,3,08_茨城県,08542_五霞町,8093,145,6,16,6,4,7,31,2,0,0,1,29,1,42,7948,0
0_総数,3,08_茨城県,08546_境町,24201,896,19,59,147,32,50,87,62,5,0,2,153,16,264,23274,31
0_総数,3,08_茨城県,08564_利根町,15340,240,4,42,20,5,5,56,0,2,0,3,17,15,71,15099,1
0_総数,a,09_栃木県,09000_栃木県,1933146,37408,2133,6378,4441,1553,933,6445,757,1404,112,417,3761,2831,6243,1869256,26482
0_総数,2,09_栃木県,09201_宇都宮市,518757,8003,847,2641,666,577,98,1175,182,230,46,146,378,181,836,496912,13842
0_総数,2,09_栃木県,09202_足利市,144746,4518,153,553,548,23,153,804,100,132,5,28,406,327,1286,139706,522
0_総数,2,09_栃木県,09203_栃木市,155549,3834,71,361,672,159,106,719,46,422,11,24,102,353,788,150874,841
0_総数,2,09_栃木県,09204_佐野市,116228,2690,66,373,376,25,92,524,31,130,12,38,162,228,633,112432,1106
